630.30188	10391.52737	10642.05893	8640.556416	6208.035534	5806.340477
630.34082	10740.87658	9150.974666	8435.74067	6754.212301	6358.452801
630.37976	9390.47407	9512.358203	8740.090449	6391.648122	6119.006533
630.4187	9836.692439	11991.92364	8944.694324	6311.188103	6002.703117
630.45764	10639.97324	11145.65356	9938.083843	6420.64792	5739.922224
630.49658	10735.66719	10087.28611	8896.881007	6228.198177	5139.9142
630.53552	10227.14767	10206.68003	8084.331048	6216.951313	5295.896305
630.57446	10557.24161	11086.13994	8537.255053	6155.2588	5697.008131
630.61346	10548.09302	11500.71049	9328.182317	6094.3717	5528.386383
630.6524	10861.59474	9921.412092	10354.5975	6366.007487	5552.018009
630.69135	12395.82118	10146.34868	9392.811643	6664.793594	6193.325472
630.73035	12195.16239	10591.53654	8086.983974	6730.114969	6325.193032
630.76929	12515.81262	10191.41647	9077.38962	7072.194703	6874.452753
630.80823	13503.39737	11670.24965	9048.102161	6979.602323	6754.547465
630.84723	11540.08756	10369.82013	9094.302931	6340.188905	5972.6364
630.88617	10342.4272	10508.12651	8580.023342	6175.692222	6053.653369
630.92517	10051.029	10352.66911	7763.872666	6385.329527	6475.926377
630.96417	11811.06096	10515.33913	7925.955199	6498.125666	6347.218182
631.00311	15587.6021	11637.96791	8892.162716	6394.286662	5806.263932
631.04211	15819.57287	10608.19346	9312.20865	6665.975889	5955.595244
631.08112	14035.74904	9963.002136	9684.293293	6993.978064	6434.499561
631.12006	13139.39841	9753.675182	10105.9571	7476.829936	6952.298835
631.15906	12809.67615	11041.3861	12089.85883	8093.100465	7625.281685
631.19806	12548.50545	12856.32084	15975.16652	9184.778657	8433.704578
631.23706	15710.325	16435.09345	20135.62273	11443.89986	10201.8407
631.27606	19101.91592	19509.79333	21752.41523	13932.23988	12597.44844
631.315	20248.69919	21258.80198	20949.30524	14907.39192	13850.68188
631.354	20252.43863	21207.08468	21553.96359	14799.71207	13883.80403
631.39301	17931.74412	18586.75822	19712.54414	12466.12234	11567.41662
631.43201	15934.0086	16014.88597	15814.07999	9846.888179	8895.664138
631.47107	14359.78318	13222.34477	13086.66801	8137.995455	7044.788133
631.51007	12758.14377	12047.34454	11351.54238	7312.403682	6489.777676
631.54907	12702.24275	10704.0181	11195.96599	7140.051828	6637.65087
631.58807	12357.29271	9375.211902	11083.29881	6924.071148	6493.997982
