653.8112	110000	13.07571571	14.97152236	7	7
660.4853	13000	13.09487256	14.97152236	5	7
666.0676	780000	13.15314387	15.0140655	3	1
666.4051	150000	13.09487256	14.95485204	5	5
667.7282	236000	11.62359272	13.47988682	3	1
675.2834	1930000	12.9070153	14.74254085	3	5
675.6163	360000	13.30222747	15.13684847	5	5
676.6612	400000	13.1717777	15.00356588	5	3
687.1289	2780000	12.9070153	14.7108981	3	3
687.9582	180000	13.15314387	14.95485204	3	5
688.8174	250000	13.15314387	14.95260474	3	5
693.7664	3080000	12.9070153	14.6936397	3	1
695.1478	220000	13.1717777	14.95485204	5	5
696.025	240000	13.1717777	14.95260474	5	5
696.5431	6400000	11.54835442	13.32785705	5	3
703.0251	2670000	13.07571571	14.838811	7	5
706.7218	3800000	11.54835442	13.30222747	5	5
706.8736	2000000	13.09487256	14.84836899	5	3
710.7478	450000	13.09487256	14.838811	5	5
712.582	600000	13.28263902	15.02208834	3	3
714.7042	630000	11.54835442	13.28263902	5	3
715.8839	2100000	13.28263902	15.0140655	3	1
720.698	2480000	13.30222747	15.02208834	5	3
726.5172	170000	13.15314387	14.85923	3	3
727.0664	110000	13.07571571	14.780512	7	7
727.2936	1830000	11.62359272	13.32785705	3	3
731.1716	1700000	13.15314387	14.84836899	3	3
731.6005	960000	13.32785705	15.02208834	3	3
735.0814	1200000	13.32785705	15.0140655	3	1
735.3293	960000	13.09487256	14.780512	5	7
737.2118	1900000	13.07571571	14.7570516	7	9
738.398	8500000	11.62359272	13.30222747	3	5
739.298	720000	13.1717777	14.84836899	5	3
741.2337	390000	13.28263902	14.95485204	3	5
742.5294	310000	13.30222747	14.97152236	5	7
743.5368	900000	13.1717777	14.838811	5	5
743.6297	270000	13.07571571	14.74254085	7	5
750.3869	45000000	11.82807116	13.47988682	3	1
751.4652	40000000	11.62359272	13.2730381	3	1
763.5106	24500000	11.54835442	13.1717777	5	5
772.3761	5200000	11.54835442	13.15314387	5	3
772.4207	11700000	11.72316039	13.32785705	1	3
789.1075	950000	13.1717777	14.74254085	5	5
794.8176	18600000	11.72316039	13.28263902	1	3
800.6157	4900000	11.62359272	13.1717777	3	5
801.4786	9300000	11.54835442	13.09487256	5	5
805.3308	860000	13.1717777	14.7108981	5	3
810.3693	25000000	11.62359272	13.15314387	3	3
811.5311	33000000	11.54835442	13.07571571	5	7
826.4522	15300000	11.82807116	13.32785705	3	3
840.821	22300000	11.82807116	13.30222747	3	5
842.4648	21500000	11.62359272	13.09487256	3	5
852.1442	13900000	11.82807116	13.28263902	3	3
860.5776	1040000	13.30222747	14.74254085	5	5
866.7944	2430000	11.72316039	13.15314387	1	3
907.5394	1200000	13.32785705	14.6936397	3	1
912.2967	18900000	11.54835442	12.9070153	5	3
919.4638	1760000	12.9070153	14.2550856	3	3
922.4499	5000000	11.82807116	13.1717777	3	5
929.1531	3260000	12.9070153	14.2410277	3	1
935.422	1060000	11.82807116	13.15314387	3	3
965.7786	5400000	11.62359272	12.9070153	3	3
978.4503	1470000	11.82807116	13.09487256	3	5

